element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out,player_id,name
8,264,16,0,False,2025-02-26T19:30:00Z,0,0,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-181,19090,138,319,8,Jakub Kiwior
8,276,14,0,False,2025-03-09T16:30:00Z,1,1,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-147,19091,192,339,8,Jakub Kiwior
8,281,6,0,True,2025-03-16T13:30:00Z,1,0,29,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,48,-94,19146,150,244,8,Jakub Kiwior
8,291,9,2,True,2025-04-01T18:45:00Z,2,1,30,False,74,0,0,0,1,0,0,0,0,0,0,0,10,16.8,1.7,5.0,2.4,0,0.06,0.01,0.07,0.99,0,0,0,0,0,0,0,48,-64,19166,177,241,8,Jakub Kiwior
8,304,8,2,False,2025-04-05T11:30:00Z,1,1,31,False,90,0,0,0,1,0,0,0,0,0,0,0,13,18.0,14.8,4.0,3.7,1,0.00,0.08,0.08,1.09,0,0,0,0,0,0,0,48,25242,44744,29371,4129,8,Jakub Kiwior
8,311,4,2,True,2025-04-12T16:30:00Z,1,1,32,False,90,0,0,0,1,0,0,0,0,0,0,0,10,14.4,14.9,2.0,3.1,1,0.07,0.03,0.10,0.24,0,0,0,0,0,0,0,48,24877,69886,29147,4270,8,Jakub Kiwior
8,326,10,6,False,2025-04-20T13:00:00Z,0,4,33,False,90,0,0,1,0,0,0,0,0,0,0,0,28,10.8,5.0,2.0,1.8,1,0.00,0.02,0.02,0.17,0,0,0,0,0,0,0,48,185406,275547,188572,3166,8,Jakub Kiwior
8,331,7,7,True,2025-04-23T19:00:00Z,2,2,33,False,90,1,0,0,2,0,0,0,0,0,0,0,25,67.0,5.1,17.0,8.9,1,0.04,0.06,0.10,1.75,0,0,0,0,0,0,0,48,185406,275547,188572,3166,8,Jakub Kiwior
8,341,3,1,True,2025-05-03T16:30:00Z,1,2,35,False,90,0,0,0,2,0,0,0,0,0,0,0,6,10.0,4.3,0.0,1.4,1,0.00,0.00,0.00,0.97,0,0,0,0,0,0,0,48,16793,256951,22980,6187,8,Jakub Kiwior
8,354,12,1,False,2025-05-11T15:30:00Z,2,2,36,False,90,0,0,0,2,0,0,0,0,0,0,0,7,14.4,1.2,0.0,1.6,1,0.00,0.01,0.01,2.56,0,0,0,0,0,0,0,48,-16527,237274,6652,23179,8,Jakub Kiwior
8,361,15,7,True,2025-05-18T15:30:00Z,1,0,37,False,90,0,0,1,0,0,0,0,1,0,0,2,30,44.2,25.3,2.0,7.2,1,0.00,0.02,0.02,1.86,0,0,0,0,0,0,0,48,4918,243780,10799,5881,8,Jakub Kiwior
8,378,17,2,False,2025-05-25T15:00:00Z,1,2,38,False,90,0,0,0,1,0,0,0,0,0,0,0,10,22.4,5.3,0.0,2.8,1,0.00,0.03,0.03,0.63,0,0,0,0,0,0,0,49,191270,456505,195803,4533,8,Jakub Kiwior
9,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,16,13.6,36.7,25.0,7.5,1,0.08,0.19,0.27,0.47,0,0,0,0,0,0,0,70,0,253825,0,0,9,Gabriel Martinelli Silva
9,11,2,3,False,2024-08-24T16:30:00Z,0,2,2,False,64,0,0,1,0,0,0,0,0,0,0,0,9,6.4,26.3,10.0,4.3,1,0.00,0.41,0.41,1.12,0,0,0,0,0,0,0,70,-12758,275265,21172,33930,9,Gabriel Martinelli Silva
9,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,False,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,0,0.00,0.00,0.00,0.65,0,0,0,0,0,0,0,70,-35321,249418,21818,57139,9,Gabriel Martinelli Silva
9,39,18,3,False,2024-09-15T13:00:00Z,0,1,4,False,79,0,0,1,0,0,0,0,0,0,0,0,18,22.8,25.6,31.0,7.9,1,0.17,0.14,0.31,0.61,0,0,0,0,0,0,0,69,-54816,200769,8634,63450,9,Gabriel Martinelli Silva
9,47,13,5,False,2024-09-22T15:30:00Z,2,2,5,False,86,0,1,0,1,0,0,0,0,0,0,0,18,25.2,25.0,4.0,5.4,1,0.00,0.06,0.06,1.48,0,0,0,0,0,0,0,69,-14687,190107,6790,21477,9,Gabriel Martinelli Silva
9,51,11,13,True,2024-09-28T14:00:00Z,4,2,6,False,73,1,1,0,2,0,0,0,0,0,0,3,39,52.0,28.2,60.0,14.0,1,0.39,0.55,0.94,0.32,0,0,0,0,0,0,0,69,63186,258966,84010,20824,9,Gabriel Martinelli Silva
9,61,17,6,True,2024-10-05T14:00:00Z,3,1,7,False,30,1,0,0,0,0,0,0,0,0,0,0,27,35.8,4.3,37.0,7.7,0,0.41,0.04,0.45,0.33,0,0,0,0,0,0,0,70,182858,457536,205106,22248,9,Gabriel Martinelli Silva
9,71,3,1,False,2024-10-19T16:30:00Z,2,0,8,False,26,0,0,0,2,0,0,0,0,0,0,0,-5,2.0,2.7,21.0,2.6,0,0.42,0.01,0.43,1.03,0,0,0,0,0,0,0,70,-3384,457823,74381,77765,9,Gabriel Martinelli Silva
9,81,12,2,True,2024-10-27T16:30:00Z,2,2,9,False,84,0,0,0,2,0,0,0,0,0,0,0,9,6.8,16.8,15.0,3.9,1,0.06,0.39,0.45,0.85,0,0,0,0,0,0,0,70,-36855,422426,35240,72095,9,Gabriel Martinelli Silva
9,96,15,2,False,2024-11-02T12:30:00Z,1,0,10,False,60,0,0,0,1,0,0,0,0,0,0,0,2,3.6,2.3,10.0,1.6,1,0.00,0.06,0.06,0.44,0,0,0,0,0,0,0,70,-7740,419765,46051,53791,9,Gabriel Martinelli Silva
9,103,6,8,False,2024-11-10T16:30:00Z,1,1,11,False,70,1,0,0,1,0,0,0,0,0,0,1,25,37.2,1.4,52.0,9.1,1,0.48,0.00,0.48,1.22,0,0,0,0,0,0,0,69,-60643,359318,10823,71466,9,Gabriel Martinelli Silva
9,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,69,51301,421310,76289,24988,9,Gabriel Martinelli Silva
9,129,19,0,False,2024-11-30T17:30:00Z,2,5,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,69,-42930,375169,15443,58373,9,Gabriel Martinelli Silva
9,131,14,3,True,2024-12-04T20:15:00Z,2,0,14,False,70,0,0,1,0,0,0,0,0,0,0,0,1,1.2,1.6,27.0,3.0,1,0.17,0.00,0.17,0.14,0,0,0,0,0,0,0,68,-61250,315401,6180,67430,9,Gabriel Martinelli Silva
9,145,9,0,False,2024-12-08T14:00:00Z,1,1,15,False,30,0,0,0,0,0,0,0,1,0,0,0,-2,3.4,6.0,12.0,2.1,0,0.00,0.01,0.01,0.12,0,0,0,0,0,0,0,68,-17090,300616,11679,28769,9,Gabriel Martinelli Silva
9,151,8,3,True,2024-12-14T15:00:00Z,0,0,16,False,73,0,0,1,0,0,0,0,0,0,0,0,5,8.4,28.5,30.0,6.7,1,0.12,0.10,0.22,0.09,0,0,0,0,0,0,0,67,-19789,282283,12644,32433,9,Gabriel Martinelli Silva
9,163,7,7,False,2024-12-21T17:30:00Z,1,5,17,False,90,1,0,0,1,0,0,0,0,0,0,0,30,50.8,47.6,53.0,15.1,1,0.66,0.53,1.19,1.59,0,0,0,0,0,0,0,67,-13439,269947,6547,19986,9,Gabriel Martinelli Silva
9,171,10,3,True,2024-12-27T20:15:00Z,1,0,18,False,90,0,0,1,0,0,0,0,0,0,0,0,5,3.2,3.7,8.0,1.5,1,0.00,0.07,0.07,0.16,0,0,0,0,0,0,0,67,179452,457465,191998,12546,9,Gabriel Martinelli Silva
9,182,4,9,False,2025-01-01T17:30:00Z,1,3,19,False,90,1,0,0,1,0,0,0,0,0,0,2,35,48.0,43.1,45.0,13.6,1,0.40,0.12,0.52,0.29,0,0,0,0,0,0,0,68,14863,467510,46521,31658,9,Gabriel Martinelli Silva
9,193,5,1,False,2025-01-04T17:30:00Z,1,1,20,False,45,0,0,0,1,0,0,0,0,0,0,0,2,3.6,4.3,6.0,1.4,0,0.00,0.01,0.01,0.97,0,0,0,0,0,0,0,68,94407,568190,131701,37294,9,Gabriel Martinelli Silva
9,201,18,1,True,2025-01-15T20:00:00Z,2,1,21,False,29,0,0,0,0,0,0,0,0,0,0,0,4,3.0,12.0,15.0,3.0,0,0.04,0.05,0.09,0.36,0,0,0,0,0,0,0,68,-78909,487392,28430,107339,9,Gabriel Martinelli Silva
9,211,2,7,True,2025-01-18T17:30:00Z,2,2,22,False,81,1,0,0,2,0,0,0,0,0,0,0,23,33.2,5.1,84.0,12.2,1,0.47,0.14,0.61,0.96,0,0,0,0,0,0,0,67,-84850,404192,9429,94279,9,Gabriel Martinelli Silva
9,230,20,3,False,2025-01-25T15:00:00Z,0,1,23,False,86,0,0,1,0,0,0,0,0,0,0,0,5,6.0,12.9,2.0,2.1,1,0.00,0.02,0.02,0.74,0,0,0,0,0,0,0,67,7043,415313,37916,30873,9,Gabriel Martinelli Silva
9,231,13,5,True,2025-02-02T16:30:00Z,5,1,24,False,90,0,1,0,1,0,0,0,0,0,0,0,15,23.2,22.3,23.0,6.9,1,0.17,0.06,0.23,0.81,0,0,0,0,0,0,0,67,-40352,373507,12219,52571,9,Gabriel Martinelli Silva
9,245,11,0,False,2025-02-15T12:30:00Z,0,2,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,66,-87801,286935,16369,104170,9,Gabriel Martinelli Silva
9,251,19,0,True,2025-02-22T15:00:00Z,0,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,66,-45416,243609,86,45502,9,Gabriel Martinelli Silva
9,264,16,0,False,2025-02-26T19:30:00Z,0,0,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,66,-17537,226470,46,17583,9,Gabriel Martinelli Silva
9,276,14,1,False,2025-03-09T16:30:00Z,1,1,28,False,32,0,0,0,0,0,0,0,0,0,0,0,-1,3.4,5.3,30.0,3.9,0,0.37,0.07,0.44,1.25,0,0,0,0,0,0,0,65,-11528,215047,64,11592,9,Gabriel Martinelli Silva
9,281,6,3,True,2025-03-16T13:30:00Z,1,0,29,False,78,0,0,1,0,0,0,0,0,0,0,0,8,10.0,27.7,32.0,7.0,1,0.08,0.09,0.17,0.26,0,0,0,0,0,0,0,65,6511,231909,9416,2905,9,Gabriel Martinelli Silva
9,291,9,5,True,2025-04-01T18:45:00Z,2,1,30,False,90,0,1,0,1,0,0,0,0,0,0,0,22,27.8,62.8,31.0,12.2,1,0.33,0.30,0.63,0.99,0,0,0,0,0,0,0,65,6115,229034,11155,5040,9,Gabriel Martinelli Silva
9,304,8,1,False,2025-04-05T11:30:00Z,1,1,31,False,45,0,0,0,1,0,0,0,0,0,0,0,7,9.4,2.3,25.0,3.7,0,0.04,0.02,0.06,0.83,0,0,0,0,0,0,0,65,17563,247049,21746,4183,9,Gabriel Martinelli Silva
9,311,4,2,True,2025-04-12T16:30:00Z,1,1,32,False,90,0,0,0,1,0,0,0,0,0,0,0,6,9.0,25.1,28.0,6.2,1,0.22,0.11,0.33,0.24,0,0,0,0,0,0,0,65,1184,248107,9817,8633,9,Gabriel Martinelli Silva
9,326,10,8,False,2025-04-20T13:00:00Z,0,4,33,False,72,1,0,1,0,0,0,0,0,0,0,0,27,32.4,4.8,42.0,7.9,1,0.67,0.02,0.69,0.13,0,0,0,0,0,0,0,65,83552,346581,89003,5451,9,Gabriel Martinelli Silva
9,331,7,2,True,2025-04-23T19:00:00Z,2,2,33,False,90,0,0,0,2,0,0,0,0,0,0,0,11,4.4,13.1,19.0,3.7,1,0.04,0.21,0.25,1.75,0,0,0,0,0,0,0,65,83552,346581,89003,5451,9,Gabriel Martinelli Silva
9,341,3,2,True,2025-05-03T16:30:00Z,1,2,35,False,85,0,0,0,2,0,0,0,0,0,0,0,18,12.8,42.3,29.0,8.4,1,0.08,0.37,0.45,0.97,0,0,0,0,0,0,0,65,2700,305140,11233,8533,9,Gabriel Martinelli Silva
9,354,12,7,False,2025-05-11T15:30:00Z,2,2,36,False,90,1,0,0,2,0,0,0,0,0,0,0,27,37.6,2.6,40.0,8.0,1,0.40,0.03,0.43,2.56,0,0,0,0,0,0,0,65,-17610,286784,5205,22815,9,Gabriel Martinelli Silva
9,361,15,3,True,2025-05-18T15:30:00Z,1,0,37,False,90,0,0,1,0,0,0,0,0,0,0,0,3,4.6,2.1,18.0,2.5,1,0.12,0.05,0.17,1.86,0,0,0,0,0,0,0,65,23229,312100,28492,5263,9,Gabriel Martinelli Silva
9,378,17,2,False,2025-05-25T15:00:00Z,1,2,38,False,70,0,0,0,1,0,0,0,0,0,0,0,11,19.0,42.8,48.0,11.0,1,0.74,0.23,0.97,0.63,0,0,0,0,0,0,0,65,43498,358757,51514,8016,9,Gabriel Martinelli Silva
12,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,0,16484,0,0,12,Ethan Nwaneri
12,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-452,20276,2466,2918,12,Ethan Nwaneri
12,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-497,21665,3931,4428,12,Ethan Nwaneri
12,39,18,1,False,2024-09-15T13:00:00Z,0,1,4,False,4,0,0,0,0,0,0,0,0,0,0,0,5,8.2,0.4,0.0,0.9,0,0.00,0.00,0.00,0.09,0,0,0,0,0,0,0,45,3034,26639,7926,4892,12,Ethan Nwaneri
12,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,1086,28148,3531,2445,12,Ethan Nwaneri
12,51,11,1,True,2024-09-28T14:00:00Z,4,2,6,False,5,0,0,0,0,0,0,0,0,0,0,0,6,6.2,11.0,15.0,3.2,0,0.02,0.16,0.18,0.00,0,0,0,0,0,0,0,45,947,29329,4511,3564,12,Ethan Nwaneri
12,61,17,0,True,2024-10-05T14:00:00Z,3,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,3817,33783,7275,3458,12,Ethan Nwaneri
12,71,3,1,False,2024-10-19T16:30:00Z,2,0,8,False,9,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.7,0.0,0.1,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-1503,32334,1958,3461,12,Ethan Nwaneri
12,81,12,1,True,2024-10-27T16:30:00Z,2,2,9,False,5,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.5,2.0,0.4,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-37,32660,1800,1837,12,Ethan Nwaneri
12,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,29,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.0,3.0,0.4,0,0.03,0.01,0.04,0.08,0,0,0,0,0,0,0,45,1700,34690,3978,2278,12,Ethan Nwaneri
12,103,6,0,False,2024-11-10T16:30:00Z,1,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,974,35853,3683,2709,12,Ethan Nwaneri
12,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,8,1,0,0,0,0,0,0,0,0,0,0,24,35.0,14.9,21.0,7.1,0,0.10,0.02,0.12,0.06,0,0,0,0,0,0,0,45,-339,35660,2647,2986,12,Ethan Nwaneri
12,129,19,1,False,2024-11-30T17:30:00Z,2,5,13,False,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.0,0.0,0,0.00,0.00,0.00,0.48,0,0,0,0,0,0,0,45,8265,44582,10796,2531,12,Ethan Nwaneri
12,131,14,0,True,2024-12-04T20:15:00Z,2,0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,3239,48030,7511,4272,12,Ethan Nwaneri
12,145,9,1,False,2024-12-08T14:00:00Z,1,1,15,False,11,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.7,0.0,0.2,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,147,47938,4494,4347,12,Ethan Nwaneri
12,151,8,1,True,2024-12-14T15:00:00Z,0,0,16,False,28,0,0,0,0,0,0,0,0,0,0,0,1,0.6,1.4,0.0,0.2,0,0.00,0.01,0.01,0.00,0,0,0,0,0,0,0,45,362,48746,4712,4350,12,Ethan Nwaneri
12,163,7,1,False,2024-12-21T17:30:00Z,1,5,17,False,4,0,0,0,0,0,0,0,0,0,0,0,5,2.4,3.3,0.0,0.6,0,0.00,0.08,0.08,0.04,0,0,0,0,0,0,0,45,-2187,46568,2430,4617,12,Ethan Nwaneri
12,171,10,0,True,2024-12-27T20:15:00Z,1,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-389,46446,4785,5174,12,Ethan Nwaneri
12,182,4,2,False,2025-01-01T17:30:00Z,1,3,19,False,77,0,0,0,1,0,0,0,0,0,0,0,7,7.4,31.6,11.0,5.0,1,0.08,0.11,0.19,0.29,0,0,0,0,0,0,0,45,-1584,44940,2195,3779,12,Ethan Nwaneri
12,193,5,6,False,2025-01-04T17:30:00Z,1,1,20,False,45,1,0,0,0,0,0,0,1,0,0,1,22,34.0,1.3,17.0,5.2,1,0.07,0.02,0.09,0.55,0,0,0,0,0,0,0,45,12021,58141,17289,5268,12,Ethan Nwaneri
12,201,18,0,True,2025-01-15T20:00:00Z,2,1,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-1021,56277,16410,17431,12,Ethan Nwaneri
12,211,2,0,True,2025-01-18T17:30:00Z,2,2,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,45,-9597,46798,335,9932,12,Ethan Nwaneri
12,230,20,1,False,2025-01-25T15:00:00Z,0,1,23,False,45,0,0,0,0,0,0,0,0,0,0,0,2,2.2,0.8,4.0,0.7,1,0.24,0.00,0.24,0.45,0,0,0,0,0,0,0,45,3009,50248,8291,5282,12,Ethan Nwaneri
12,231,13,6,True,2025-02-02T16:30:00Z,5,1,24,False,6,1,0,0,0,0,0,0,0,0,0,0,24,37.6,14.7,7.0,5.9,0,0.02,0.02,0.04,0.00,0,0,0,0,0,0,0,45,14541,65781,17528,2987,12,Ethan Nwaneri
12,245,11,9,False,2025-02-15T12:30:00Z,0,2,25,False,90,0,1,1,0,0,0,0,0,0,0,3,45,43.4,36.5,51.0,13.1,1,0.18,0.57,0.75,0.22,0,0,0,0,0,0,0,45,78520,146693,82924,4404,12,Ethan Nwaneri
12,251,19,2,True,2025-02-22T15:00:00Z,0,1,26,False,80,0,0,0,1,0,0,0,0,0,0,0,5,7.6,22.7,9.0,3.9,1,0.01,0.11,0.12,1.07,0,0,0,0,0,0,0,46,327894,476081,332356,4462,12,Ethan Nwaneri
12,264,16,3,False,2025-02-26T19:30:00Z,0,0,27,False,76,0,0,1,0,0,0,0,0,0,0,0,16,7.8,13.4,17.0,3.8,1,0.07,0.06,0.13,0.25,0,0,0,0,0,0,0,46,1790,475173,41774,39984,12,Ethan Nwaneri
12,276,14,1,False,2025-03-09T16:30:00Z,1,1,28,False,57,0,0,0,1,0,0,0,0,0,0,0,-4,1.6,5.1,6.0,1.3,1,0.00,0.03,0.03,0.27,0,0,0,0,0,0,0,46,23131,499944,48974,25843,12,Ethan Nwaneri
12,281,6,1,True,2025-03-16T13:30:00Z,1,0,29,False,11,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.10,0,0,0,0,0,0,0,46,-3,458341,29799,29802,12,Ethan Nwaneri
12,291,9,6,True,2025-04-01T18:45:00Z,2,1,30,False,65,0,1,1,0,0,0,0,0,0,0,0,16,31.0,29.2,26.0,8.6,1,0.14,0.26,0.40,0.24,0,0,0,0,0,0,0,46,-122566,377107,9989,132555,12,Ethan Nwaneri
12,304,8,1,False,2025-04-05T11:30:00Z,1,1,31,False,45,0,0,0,0,0,0,0,0,0,0,0,7,6.6,15.0,4.0,2.6,1,0.00,0.08,0.08,0.26,0,0,0,0,0,0,0,46,-61216,316401,6076,67292,12,Ethan Nwaneri
12,311,4,3,True,2025-04-12T16:30:00Z,1,1,32,False,62,0,0,1,0,0,0,0,0,0,0,0,7,5.8,18.1,11.0,3.5,1,0.03,0.03,0.06,0.12,0,0,0,0,0,0,0,45,-44123,271227,5943,50066,12,Ethan Nwaneri
12,326,10,6,False,2025-04-20T13:00:00Z,0,4,33,False,33,1,0,0,0,0,0,0,0,0,0,0,25,36.2,8.6,24.0,6.9,0,0.16,0.06,0.22,0.08,0,0,0,0,0,0,0,45,-19627,245353,13085,32712,12,Ethan Nwaneri
12,331,7,1,True,2025-04-23T19:00:00Z,2,2,33,False,4,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.8,0.0,0.2,0,0.00,0.01,0.01,0.10,0,0,0,0,0,0,0,45,-19627,245353,13085,32712,12,Ethan Nwaneri
12,341,3,1,True,2025-05-03T16:30:00Z,1,2,35,False,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,2.0,0.2,0,0.00,0.01,0.01,0.00,0,0,0,0,0,0,0,44,-8362,202815,6013,14375,12,Ethan Nwaneri
12,354,12,0,False,2025-05-11T15:30:00Z,2,2,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,44,-18608,183661,4874,23482,12,Ethan Nwaneri
12,361,15,0,True,2025-05-18T15:30:00Z,1,0,37,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,43,-8024,176837,4926,12950,12,Ethan Nwaneri
12,378,17,2,False,2025-05-25T15:00:00Z,1,2,38,False,74,0,0,0,1,0,0,0,0,0,0,0,17,15.0,50.3,25.0,9.0,1,0.04,0.13,0.17,0.63,0,0,0,0,0,0,0,43,-9690,167305,6797,16487,12,Ethan Nwaneri
13,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,16,15.0,24.0,15.0,5.4,1,0.02,0.06,0.08,0.47,0,0,0,0,0,0,0,85,0,1391537,0,0,13,Martin Ødegaard
13,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,1,0,0,0,4,9.4,34.2,20.0,6.4,1,0.26,0.60,0.86,1.28,0,0,0,0,0,0,0,85,-127842,1384608,28847,156689,13,Martin Ødegaard
13,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,False,73,0,0,0,1,0,0,0,0,0,0,0,9,10.0,16.8,25.0,5.2,1,0.18,0.08,0.26,1.18,0,0,0,0,0,0,0,84,-209302,1210007,52692,261994,13,Martin Ødegaard
13,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,83,-509232,715216,16076,525308,13,Martin Ødegaard
13,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,83,-193840,533452,864,194704,13,Martin Ødegaard
13,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,82,-107298,429381,313,107611,13,Martin Ødegaard
13,61,17,0,True,2024-10-05T14:00:00Z,3,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,82,-49859,380805,323,50182,13,Martin Ødegaard
13,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,82,-25049,356663,320,25369,13,Martin Ødegaard
13,81,12,0,True,2024-10-27T16:30:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,82,-8385,348691,267,8652,13,Martin Ødegaard
13,96,15,0,False,2024-11-02T12:30:00Z,1,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,82,-8234,340740,554,8788,13,Martin Ødegaard
13,103,6,7,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,1,0,1,0,0,0,0,0,0,2,26,28.4,50.7,6.0,8.5,1,0.11,0.23,0.34,1.28,0,0,0,0,0,0,0,82,7071,349669,11410,4339,13,Martin Ødegaard
13,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,81,0,1,1,0,0,0,0,0,0,0,0,29,35.8,67.5,24.0,12.7,1,0.26,0.15,0.41,0.27,0,0,0,0,0,0,0,82,83025,444452,89947,6922,13,Martin Ødegaard
13,129,19,8,False,2024-11-30T17:30:00Z,2,5,13,False,73,1,0,0,2,0,0,0,0,0,0,1,38,45.8,23.8,24.0,9.4,1,0.82,0.33,1.15,0.80,0,0,0,0,0,0,0,82,69499,516517,82536,13037,13,Martin Ødegaard
